name,n_X_atoms,compatible_net_block,rmsds,testable_nets,n_compatible_net_block,n_testable_nets,rounded_determinant,alias
GIZVER_clean_linker_0,4,"[('soc', '0'), ('ssb', '0'), ('ssb', '1'), ('ptr', '1'), ('cds-b', '0'), ('cds-b', '1'), ('she', '0'), ('scu', '1'), ('shp', '0'), ('sqc', '0'), ('ftw', '0'), ('tbo', '1'), ('pto', '1'), ('nom', '0'), ('ssc', '0'), ('ssc', '1'), ('csq', '0'), ('pts', '0'), ('pth', '1'), ('fgl', '0'), ('myd', '0'), ('stp', '0'), ('wbl', '0'), ('ssa', '0'), ('ssa', '1'), ('icd', '1')]","[0.45781384768867023, 0.27540917718462665, 0.6295233333729912, 0.10864122729258839, 0.10864015083312913, 0.49990942854553877, 0.4999094487020134, 0.5036969019466488, 0.42285971511604964, 0.14441094296820395, 0.2754091467361203, 0.27540917718462826, 0.27540917718462826, 0.10864154391892036, 0.409693435009242, 0.10866280694022379, 0.24253585914225886, 0.2754091771846271, 0.6295274323777059, 0.3923359340382779, 0.5901595463449816, 0.10861358201007151, 0.5036969306624695, 0.27540917718462665, 0.15276623318993943, 0.44316063689771434, 0.19221757783263654, 0.28293902816704514, 0.10856393414767736, 0.10864154391892444, 0.6295268521597523, 0.42370147370523104, 0.10851610699965451, 0.07467452442586434, 0.5036825000144446, 0.5036969019466491, 0.503696894319038, 0.37138085739707893, 0.19829776010486722, 0.6295274323777054, 0.3716667595739123, 0.39232853684085195, 0.10856582649697154, 0.27155468884228373, 0.47014176044238587, 0.09436281067355842, 0.10881465325106203, 0.4694939249860039, 0.27255973771798603]","['cor', 'cor', 'soc', 'soc', 'ken', 'ken', 'ssb', 'ssb', 'sod-b', 'sod-b', 'twf', 'twf', 'ptr', 'ptr', 'cds-b', 'cds-b', 'she', 'she', 'scu', 'scu', 'hea', 'hea', 'shp', 'shp', 'sqc', 'sqc', 'ftw', 'ftw', 'toc', 'toc', 'bor', 'bor', 'ctn', 'ctn', 'tbo', 'tbo', 'iac', 'iac', 'pto', 'pto', 'nom', 'nom', 'ssc', 'ssc', 'csq', 'csq', 'pts', 'pts', 'pth', 'pth', 'fgl', 'fgl', 'ith', 'ith', 'gar', 'gar', 'ifi', 'ifi', 'myd', 'myd', 'flu', 'flu', 'edc', 'edc', 'ibd', 'ibd', 'stp', 'stp', 'wbl', 'wbl', 'ssa', 'ssa', 'icd', 'icd']",26,74,-6.32776e+27,orgN10
INOVEN_clean_linker_0,3,"[('bpr', '0'), ('bpr', '1'), ('ant', '0'), ('hwx', '1'), ('pyr', '0'), ('tsx', '1'), ('gea', '1'), ('jxj', '0'), ('rht', '1'), ('gfy', '0'), ('fon', '0'), ('apo', '0'), ('bwt', '0'), ('bwt', '1'), ('zzz', '0'), ('rtl', '0'), ('ana-f', '0'), ('ana-f', '1'), ('bor', '0'), ('llk', '0'), ('ctn', '0'), ('ttt', '0'), ('wyt', '1'), ('anh', '1'), ('xmz', '0'), ('sit', '0'), ('txt', '1'), ('spn', '0'), ('dag', '1'), ('tbo', '0'), ('gez', '0'), ('pry', '0'), ('eea', '0'), ('pto', '0'), ('the', '0'), ('wys', '1'), ('llj', '1'), ('sab', '0'), ('cml', '0'), ('eee', '0')]","[0.14882728554310612, 0.14877985064298319, 0.15635147227856247, 0.10296690209186043, 0.1938426655732176, 0.15661822478388535, 0.16613814067033542, 0.09960961726941793, 0.1938426517593605, 0.1029166300613095, 0.19372490801120204, 0.10367774038152798, 0.0932668865561578, 0.10027910257464968, 0.0451918194242451, 0.10278451331885424, 0.04386150556724736, 0.042429748992615604, 0.1938426517593605, 0.1470149235395106, 0.19384266325500024, 0.19384266557321683, 0.16590177298003805, 0.1562873945699148, 0.14746245364917013, 0.10386778574114006, 0.1564604620783211, 0.1938426517593605, 0.046842477299896775, 0.19384266557321683, 0.16629360855682446, 0.1938426655732176, 0.16609093394709895, 0.19384266333224054, 0.1938426655732184, 0.14738036563880155, 0.10302740745120043, 0.09081029653554773, 0.10429567651529426, 0.1455082136930925]","['bpr', 'bpr', 'ant', 'ant', 'hwx', 'hwx', 'pyr', 'pyr', 'tsx', 'tsx', 'gea', 'gea', 'jxj', 'jxj', 'rht', 'rht', 'gfy', 'gfy', 'fon', 'fon', 'apo', 'apo', 'bwt', 'bwt', 'zzz', 'zzz', 'rtl', 'rtl', 'ana-f', 'ana-f', 'bor', 'bor', 'llk', 'llk', 'ctn', 'ctn', 'ttt', 'ttt', 'wyt', 'wyt', 'anh', 'anh', 'xmz', 'xmz', 'sit', 'sit', 'txt', 'txt', 'spn', 'spn', 'dag', 'dag', 'tbo', 'tbo', 'gez', 'gez', 'pry', 'pry', 'eea', 'eea', 'pto', 'pto', 'the', 'the', 'wys', 'wys', 'llj', 'llj', 'sab', 'sab', 'cml', 'cml', 'eee', 'eee']",40,74,4.436132e+16,orgN11
IYUCEM_clean_linker_1,3,[],"[0.6641991619234047, 0.6641353219639511, 0.6726098703566479, 0.6138730351182273, 0.7013682276687058, 0.6728683501264764, 0.6812267359323151, 0.6117931039746406, 0.7013682183454151, 0.6138219306117988, 0.7012887337051595, 0.6146299164467109, 0.5893824432126215, 0.5963099662910202, 0.5081328094633645, 0.6136875794758101, 0.5638783774619571, 0.562602273908111, 0.7013682183454151, 0.640012925637212, 0.7013682247729992, 0.701368227668706, 0.6810345978548921, 0.6725475087340574, 0.662261728444027, 0.6147879709971591, 0.672715700490481, 0.7013682183454151, 0.5059125389337268, 0.7013682276687058, 0.6813532616421945, 0.7013682276687058, 0.6811880692267125, 0.7013682242926961, 0.7013682276687058, 0.6621375302337966, 0.6139345421113238, 0.6043602000457041, 0.6152224457816882, 0.6608414771688303]","['bpr', 'bpr', 'ant', 'ant', 'hwx', 'hwx', 'pyr', 'pyr', 'tsx', 'tsx', 'gea', 'gea', 'jxj', 'jxj', 'rht', 'rht', 'gfy', 'gfy', 'fon', 'fon', 'apo', 'apo', 'bwt', 'bwt', 'zzz', 'zzz', 'rtl', 'rtl', 'ana-f', 'ana-f', 'bor', 'bor', 'llk', 'llk', 'ctn', 'ctn', 'ttt', 'ttt', 'wyt', 'wyt', 'anh', 'anh', 'xmz', 'xmz', 'sit', 'sit', 'txt', 'txt', 'spn', 'spn', 'dag', 'dag', 'tbo', 'tbo', 'gez', 'gez', 'pry', 'pry', 'eea', 'eea', 'pto', 'pto', 'the', 'the', 'wys', 'wys', 'llj', 'llj', 'sab', 'sab', 'cml', 'cml', 'eee', 'eee']",0,74,1.369185e+40,orgN12
IZENUY_clean_linker_0,4,"[('ssb', '0'), ('ssb', '1'), ('ptr', '1'), ('scu', '1'), ('shp', '0'), ('tbo', '1'), ('nom', '0'), ('ssc', '0'), ('ssc', '1'), ('csq', '0'), ('pts', '0'), ('pth', '1'), ('fgl', '0'), ('myd', '0'), ('stp', '0'), ('ssa', '0'), ('ssa', '1'), ('icd', '1')]","[0.5042141329968802, 0.35770365359583206, 0.6587814354369658, 0.1907730837895529, 0.19077198843946652, 0.5167279763273954, 0.5167279924380085, 0.5445699412322583, 0.4652361820270621, 0.22422174098261793, 0.35770362331544986, 0.3577036535958336, 0.3577036535958333, 0.19077340597219475, 0.4539441392171259, 0.1907950420022575, 0.3249901602935779, 0.35770365359583206, 0.6587851607016427, 0.3872214636766849, 0.616455511111627, 0.19074495316427942, 0.5445699755387681, 0.35770365359583206, 0.21069891232041474, 0.47626283161210947, 0.24394423427536985, 0.2174813099741896, 0.19069443263525365, 0.19077340597219708, 0.6587845450687019, 0.4570325207888558, 0.1906457635524857, 0.15571947994891364, 0.544553768507373, 0.5445699412322583, 0.544569932084613, 0.39688418155238386, 0.27262589496914097, 0.6587851607016427, 0.43097491290533063, 0.3872116978062167, 0.19069769671905762, 0.33855044062003525, 0.47508726574790067, 0.033175613485612696, 0.1909495449585241, 0.5143524948443153, 0.25997402686121046]","['cor', 'cor', 'soc', 'soc', 'ken', 'ken', 'ssb', 'ssb', 'sod-b', 'sod-b', 'twf', 'twf', 'ptr', 'ptr', 'cds-b', 'cds-b', 'she', 'she', 'scu', 'scu', 'hea', 'hea', 'shp', 'shp', 'sqc', 'sqc', 'ftw', 'ftw', 'toc', 'toc', 'bor', 'bor', 'ctn', 'ctn', 'tbo', 'tbo', 'iac', 'iac', 'pto', 'pto', 'nom', 'nom', 'ssc', 'ssc', 'csq', 'csq', 'pts', 'pts', 'pth', 'pth', 'fgl', 'fgl', 'ith', 'ith', 'gar', 'gar', 'ifi', 'ifi', 'myd', 'myd', 'flu', 'flu', 'edc', 'edc', 'ibd', 'ibd', 'stp', 'stp', 'wbl', 'wbl', 'ssa', 'ssa', 'icd', 'icd']",18,74,-2.278181e+29,orgN13
KAKCAD_clean_linker_0,3,"[('bpr', '0'), ('bpr', '1'), ('ant', '0'), ('hwx', '1'), ('pyr', '0'), ('tsx', '1'), ('gea', '1'), ('jxj', '0'), ('rht', '1'), ('gfy', '0'), ('fon', '0'), ('apo', '0'), ('bwt', '0'), ('bwt', '1'), ('zzz', '0'), ('rtl', '0'), ('ana-f', '0'), ('ana-f', '1'), ('bor', '0'), ('llk', '0'), ('ctn', '0'), ('ttt', '0'), ('wyt', '1'), ('anh', '1'), ('xmz', '0'), ('sit', '0'), ('txt', '1'), ('spn', '0'), ('dag', '1'), ('tbo', '0'), ('gez', '0'), ('pry', '0'), ('eea', '0'), ('pto', '0'), ('the', '0'), ('wys', '1'), ('llj', '1'), ('sab', '0'), ('cml', '0'), ('eee', '0')]","[0.0854680478762988, 0.08564150914875654, 0.06332576416757524, 0.08854176861826676, 0.007242724821984653, 0.0626662446492422, 0.04193182975273073, 0.09078356767399608, 0.007242710628766288, 0.08859682643560317, 0.00712282854754544, 0.08772451795373401, 0.16962560795942436, 0.16701224444020837, 0.2208040824178598, 0.08874156759884483, 0.144183948997556, 0.1456059949022807, 0.007242710628745849, 0.15965031686366582, 0.007242722568118853, 0.007242724821984653, 0.042400888657024995, 0.0634850287805247, 0.09077359195335191, 0.08755590964809416, 0.06305554487567956, 0.007242710628766288, 0.20300957185435656, 0.0072427248220050915, 0.041631747417176686, 0.007242724821984653, 0.042019913401547676, 0.007242722698638541, 0.00724272482202553, 0.09111660144267802, 0.08847550213533611, 0.09892654128343192, 0.08708763431726822, 0.08878834950403132]","['bpr', 'bpr', 'ant', 'ant', 'hwx', 'hwx', 'pyr', 'pyr', 'tsx', 'tsx', 'gea', 'gea', 'jxj', 'jxj', 'rht', 'rht', 'gfy', 'gfy', 'fon', 'fon', 'apo', 'apo', 'bwt', 'bwt', 'zzz', 'zzz', 'rtl', 'rtl', 'ana-f', 'ana-f', 'bor', 'bor', 'llk', 'llk', 'ctn', 'ctn', 'ttt', 'ttt', 'wyt', 'wyt', 'anh', 'anh', 'xmz', 'xmz', 'sit', 'sit', 'txt', 'txt', 'spn', 'spn', 'dag', 'dag', 'tbo', 'tbo', 'gez', 'gez', 'pry', 'pry', 'eea', 'eea', 'pto', 'pto', 'the', 'the', 'wys', 'wys', 'llj', 'llj', 'sab', 'sab', 'cml', 'cml', 'eee', 'eee']",40,74,1.5811330000000001e+50,orgN14
KUFVIS_clean_linker_0,4,"[('soc', '0'), ('ssb', '0'), ('ssb', '1'), ('ptr', '1'), ('cds-b', '0'), ('cds-b', '1'), ('she', '0'), ('scu', '1'), ('shp', '0'), ('sqc', '0'), ('ftw', '0'), ('tbo', '1'), ('pto', '1'), ('nom', '0'), ('ssc', '0'), ('ssc', '1'), ('csq', '0'), ('pts', '0'), ('pth', '1'), ('fgl', '0'), ('myd', '0'), ('stp', '0'), ('wbl', '0'), ('ssa', '0'), ('ssa', '1'), ('icd', '1')]","[0.44490606720427833, 0.27054984323239173, 0.6078583763585564, 0.10887207875873521, 0.10887108655321065, 0.47813427969858374, 0.4781343000903733, 0.48192328078942576, 0.43889938075656537, 0.1431713664838589, 0.2705498131372294, 0.27054984323239256, 0.27054984323239295, 0.10887237060320035, 0.3880776872361539, 0.10889196972787342, 0.23811284965679924, 0.2705498432323922, 0.6078624557335729, 0.3724974288919148, 0.5683537133088867, 0.10884659778394408, 0.4819233099349918, 0.27054984323239173, 0.16786233495537944, 0.420945523388131, 0.1700907420715822, 0.2779678319752056, 0.10880083952535921, 0.10887237060320035, 0.6078618730386094, 0.4014163995823204, 0.10875676268041126, 0.078733849305456, 0.4819087329974236, 0.48192328078942576, 0.48192327304222277, 0.34905333407013905, 0.19951188377454065, 0.6078624557335726, 0.35149595614354795, 0.372490349786311, 0.10879952899826291, 0.27849103610074727, 0.44926810706506415, 0.10977391896901491, 0.10903195236675577, 0.4478595252837133, 0.254320047243038]","['cor', 'cor', 'soc', 'soc', 'ken', 'ken', 'ssb', 'ssb', 'sod-b', 'sod-b', 'twf', 'twf', 'ptr', 'ptr', 'cds-b', 'cds-b', 'she', 'she', 'scu', 'scu', 'hea', 'hea', 'shp', 'shp', 'sqc', 'sqc', 'ftw', 'ftw', 'toc', 'toc', 'bor', 'bor', 'ctn', 'ctn', 'tbo', 'tbo', 'iac', 'iac', 'pto', 'pto', 'nom', 'nom', 'ssc', 'ssc', 'csq', 'csq', 'pts', 'pts', 'pth', 'pth', 'fgl', 'fgl', 'ith', 'ith', 'gar', 'gar', 'ifi', 'ifi', 'myd', 'myd', 'flu', 'flu', 'edc', 'edc', 'ibd', 'ibd', 'stp', 'stp', 'wbl', 'wbl', 'ssa', 'ssa', 'icd', 'icd']",26,74,4.56915e+24,orgN15
MAKGUD_clean_linker_0,3,"[('zzz', '0'), ('ana-f', '0'), ('ana-f', '1'), ('dag', '1')]","[0.40464739520302956, 0.40458364306691424, 0.41327408443671537, 0.35262325749765866, 0.44517034075971396, 0.41354571750522556, 0.42250509242196116, 0.35024200802512767, 0.44517032999798944, 0.3525695196708785, 0.4450785900007209, 0.35341398350370756, 0.3285814580959826, 0.33603556379821664, 0.24197307835469115, 0.35242825039860937, 0.2989400134656347, 0.2975874587091205, 0.4451703299979891, 0.38332096595607873, 0.4451703378534865, 0.4451703407597133, 0.42229555391980406, 0.4132086024054865, 0.4027256428095194, 0.35358539063987876, 0.4133852568569364, 0.4451703299979891, 0.23994006713649055, 0.4451703407597136, 0.42264304528369445, 0.44517034075971396, 0.4224629953994471, 0.44517033747357765, 0.4451703407597136, 0.4026033874188877, 0.3526879332731878, 0.3422222176276722, 0.3540422413141255, 0.40114139641828717]","['bpr', 'bpr', 'ant', 'ant', 'hwx', 'hwx', 'pyr', 'pyr', 'tsx', 'tsx', 'gea', 'gea', 'jxj', 'jxj', 'rht', 'rht', 'gfy', 'gfy', 'fon', 'fon', 'apo', 'apo', 'bwt', 'bwt', 'zzz', 'zzz', 'rtl', 'rtl', 'ana-f', 'ana-f', 'bor', 'bor', 'llk', 'llk', 'ctn', 'ctn', 'ttt', 'ttt', 'wyt', 'wyt', 'anh', 'anh', 'xmz', 'xmz', 'sit', 'sit', 'txt', 'txt', 'spn', 'spn', 'dag', 'dag', 'tbo', 'tbo', 'gez', 'gez', 'pry', 'pry', 'eea', 'eea', 'pto', 'pto', 'the', 'the', 'wys', 'wys', 'llj', 'llj', 'sab', 'sab', 'cml', 'cml', 'eee', 'eee']",4,74,-2.53659e+43,orgN16
MIDCAF_clean_linker_0,3,"[('bpr', '0'), ('bpr', '1'), ('ant', '0'), ('hwx', '1'), ('pyr', '0'), ('tsx', '1'), ('gea', '1'), ('jxj', '0'), ('rht', '1'), ('gfy', '0'), ('fon', '0'), ('apo', '0'), ('bwt', '0'), ('bwt', '1'), ('zzz', '0'), ('rtl', '0'), ('ana-f', '0'), ('ana-f', '1'), ('bor', '0'), ('llk', '0'), ('ctn', '0'), ('ttt', '0'), ('wyt', '1'), ('anh', '1'), ('xmz', '0'), ('sit', '0'), ('txt', '1'), ('spn', '0'), ('dag', '1'), ('tbo', '0'), ('gez', '0'), ('pry', '0'), ('eea', '0'), ('pto', '0'), ('the', '0'), ('wys', '1'), ('llj', '1'), ('sab', '0'), ('cml', '0'), ('eee', '0')]","[0.08638422517281473, 0.0865579929499919, 0.06418876589261696, 0.09261143310308045, 0.0040956437651350095, 0.06352707243971366, 0.04268905781030991, 0.09481446981594456, 0.00409562405181864, 0.09266646817403927, 0.0039278701844521445, 0.09179356843864729, 0.1719066291660533, 0.16914226314582936, 0.2241854589873862, 0.09281115013540465, 0.1480089879034773, 0.1494282397328389, 0.00409562405181864, 0.16063433044585387, 0.004095643952031575, 0.0040956437651711525, 0.04316136583365546, 0.06434854942164997, 0.09169857326857886, 0.0916259817531494, 0.06391766294525666, 0.00409562405181864, 0.2070391465123707, 0.0040956437651711525, 0.04238645909404881, 0.0040956437651350095, 0.04277804896233603, 0.004095645460215338, 0.004095643765098867, 0.09204211509557254, 0.09254519382435507, 0.10291355478987281, 0.09115788711212845, 0.08982467390187074]","['bpr', 'bpr', 'ant', 'ant', 'hwx', 'hwx', 'pyr', 'pyr', 'tsx', 'tsx', 'gea', 'gea', 'jxj', 'jxj', 'rht', 'rht', 'gfy', 'gfy', 'fon', 'fon', 'apo', 'apo', 'bwt', 'bwt', 'zzz', 'zzz', 'rtl', 'rtl', 'ana-f', 'ana-f', 'bor', 'bor', 'llk', 'llk', 'ctn', 'ctn', 'ttt', 'ttt', 'wyt', 'wyt', 'anh', 'anh', 'xmz', 'xmz', 'sit', 'sit', 'txt', 'txt', 'spn', 'spn', 'dag', 'dag', 'tbo', 'tbo', 'gez', 'gez', 'pry', 'pry', 'eea', 'eea', 'pto', 'pto', 'the', 'the', 'wys', 'wys', 'llj', 'llj', 'sab', 'sab', 'cml', 'cml', 'eee', 'eee']",40,74,4.45543e+51,orgN17
MIFKUJ_clean_linker_1,4,"[('soc', '0'), ('ssb', '0'), ('ssb', '1'), ('ptr', '1'), ('cds-b', '0'), ('cds-b', '1'), ('she', '0'), ('scu', '1'), ('shp', '0'), ('sqc', '0'), ('ftw', '0'), ('tbo', '1'), ('pto', '1'), ('nom', '0'), ('ssc', '0'), ('csq', '0'), ('pts', '0'), ('pth', '1'), ('fgl', '0'), ('myd', '0'), ('stp', '0'), ('wbl', '0'), ('ssa', '0'), ('ssa', '1')]","[0.4012806881080344, 0.19526776931174347, 0.6309786681109416, 0.025660556826033132, 0.025659440083526476, 0.518188559658682, 0.5181885831180304, 0.49522686683645445, 0.3713293276818775, 0.07358822203119188, 0.19526773855079388, 0.19526776931174575, 0.19526776931174403, 0.02566088530094228, 0.40091087009105975, 0.025682943857725127, 0.16204412953279768, 0.19526776931174347, 0.6309828960392807, 0.43448301850137877, 0.5958846968443704, 0.02563187675893588, 0.49522688775693224, 0.19526776931174347, 0.10268936331459795, 0.4461836441459203, 0.19153474940556386, 0.36355501198763485, 0.02558036923971411, 0.025660885300937953, 0.6309823696348151, 0.42717899322710995, 0.02553074905388027, 0.010172506553343563, 0.4952152101084195, 0.49522686683645445, 0.4952268612581225, 0.3859654959674699, 0.13148302872110607, 0.6309828960392807, 0.3433759402906224, 0.43447785353695595, 0.02558615485162095, 0.20422492007235318, 0.4535970373155188, 0.16913922677650015, 0.025840462485268174, 0.457236745623593, 0.3262667735568285]","['cor', 'cor', 'soc', 'soc', 'ken', 'ken', 'ssb', 'ssb', 'sod-b', 'sod-b', 'twf', 'twf', 'ptr', 'ptr', 'cds-b', 'cds-b', 'she', 'she', 'scu', 'scu', 'hea', 'hea', 'shp', 'shp', 'sqc', 'sqc', 'ftw', 'ftw', 'toc', 'toc', 'bor', 'bor', 'ctn', 'ctn', 'tbo', 'tbo', 'iac', 'iac', 'pto', 'pto', 'nom', 'nom', 'ssc', 'ssc', 'csq', 'csq', 'pts', 'pts', 'pth', 'pth', 'fgl', 'fgl', 'ith', 'ith', 'gar', 'gar', 'ifi', 'ifi', 'myd', 'myd', 'flu', 'flu', 'edc', 'edc', 'ibd', 'ibd', 'stp', 'stp', 'wbl', 'wbl', 'ssa', 'ssa', 'icd', 'icd']",24,74,-6.6610340000000035e+62,orgN18
MUDLON_clean_linker_0,4,"[('soc', '0'), ('ssb', '0'), ('ssb', '1'), ('ptr', '1'), ('cds-b', '0'), ('cds-b', '1'), ('she', '0'), ('scu', '1'), ('shp', '0'), ('sqc', '0'), ('ftw', '0'), ('tbo', '1'), ('pto', '1'), ('nom', '0'), ('ssc', '0'), ('csq', '0'), ('pts', '0'), ('pth', '1'), ('fgl', '0'), ('myd', '0'), ('stp', '0'), ('wbl', '0'), ('ssa', '0'), ('ssa', '1')]","[0.4221508818663542, 0.25912250244759444, 0.6492805076688233, 0.095325292840981, 0.09532427486369083, 0.5250339726737806, 0.5250339507268174, 0.5206343965998325, 0.3870404588752788, 0.11599569579367919, 0.25912247215362216, 0.25912250244759655, 0.25912250244759527, 0.09532559226583219, 0.4217136289066465, 0.0953457004092578, 0.22644943461138048, 0.259122502447594, 0.6492858620684747, 0.42353657710498127, 0.6113751881826041, 0.09529914993751412, 0.5206343721446415, 0.25912250244759444, 0.1255237348302325, 0.4630176071289058, 0.2119957540466815, 0.31602951402005774, 0.09525220258120971, 0.09532559226583452, 0.649285335696015, 0.44471703169437604, 0.0952069798243002, 0.06433743886476938, 0.520620066392625, 0.5206343965998325, 0.5206344039434072, 0.3958385393628015, 0.16067922150742683, 0.6492858620684747, 0.3816922219198803, 0.42352965861036085, 0.09525747323970164, 0.22955153611603796, 0.45573136890289967, 0.1146652561653931, 0.09548931573798711, 0.4852185061764129, 0.30650235231721606]","['cor', 'cor', 'soc', 'soc', 'ken', 'ken', 'ssb', 'ssb', 'sod-b', 'sod-b', 'twf', 'twf', 'ptr', 'ptr', 'cds-b', 'cds-b', 'she', 'she', 'scu', 'scu', 'hea', 'hea', 'shp', 'shp', 'sqc', 'sqc', 'ftw', 'ftw', 'toc', 'toc', 'bor', 'bor', 'ctn', 'ctn', 'tbo', 'tbo', 'iac', 'iac', 'pto', 'pto', 'nom', 'nom', 'ssc', 'ssc', 'csq', 'csq', 'pts', 'pts', 'pth', 'pth', 'fgl', 'fgl', 'ith', 'ith', 'gar', 'gar', 'ifi', 'ifi', 'myd', 'myd', 'flu', 'flu', 'edc', 'edc', 'ibd', 'ibd', 'stp', 'stp', 'wbl', 'wbl', 'ssa', 'ssa', 'icd', 'icd']",24,74,7.726025000000004e+80,orgN19
